ID,DATA_LEITURA,TEMPERATURA,UMIDADE,PH,FOSFORO,POTASSIO,BOMBA
4534,2025-10-26 04:08:51,19.76,81,6.31,1,1,0
4535,2025-10-26 04:18:51,20.5,82,6.19,0,1,0
4536,2025-10-26 04:28:51,20.28,82,6.0,1,1,0
4537,2025-10-26 04:38:51,19.38,88,6.12,1,1,0
4538,2025-10-26 04:48:51,19.23,86,6.33,1,1,0
4539,2025-10-26 04:58:51,21.02,80,6.51,1,0,0
4540,2025-10-26 05:08:51,20.34,82,5.89,0,1,0
4541,2025-10-26 05:18:51,19.09,88,5.95,1,1,0
4542,2025-10-26 05:28:51,21.06,81,6.1,1,1,0
4543,2025-10-26 05:38:51,20.4,82,5.77,1,1,0
4544,2025-10-26 05:48:51,20.2,79,6.43,1,1,0
4545,2025-10-26 05:58:51,20.03,80,5.28,0,0,0
4546,2025-10-26 06:08:51,21.15,77,6.13,1,1,0
4547,2025-10-26 06:18:51,21.07,81,6.43,1,1,0
4548,2025-10-26 06:28:51,21.29,78,5.89,1,1,0
4549,2025-10-26 06:38:51,21.78,74,6.27,0,1,0
4550,2025-10-26 06:48:51,21.61,77,5.68,1,1,0
4551,2025-10-26 06:58:51,21.69,75,5.61,1,1,0
4552,2025-10-26 07:08:51,21.11,74,6.18,1,1,0
4553,2025-10-26 07:18:51,21.91,73,5.69,1,1,0
4554,2025-10-26 07:28:51,21.7,76,5.52,1,1,0
4555,2025-10-26 07:38:51,21.18,72,6.08,1,1,0
4556,2025-10-26 07:48:51,22.01,74,5.66,1,0,0
4557,2025-10-26 07:58:51,23.23,73,5.73,1,1,0
4558,2025-10-26 08:08:51,22.01,75,6.51,0,1,0
4559,2025-10-26 08:18:51,23.15,71,5.97,1,1,0
4560,2025-10-26 08:28:51,23.4,67,5.95,1,1,0
4561,2025-10-26 08:38:51,22.33,72,5.97,1,1,0
4562,2025-10-26 08:48:51,24.09,70,6.33,1,1,0
4563,2025-10-26 08:58:51,23.28,72,5.56,1,1,0
4564,2025-10-26 09:08:51,24.2,62,5.87,1,1,0
4565,2025-10-26 09:18:51,24.29,68,6.2,1,1,0
4566,2025-10-26 09:28:51,23.67,69,5.97,1,1,0
4567,2025-10-26 09:38:51,24.8,67,5.62,1,1,0
4568,2025-10-26 09:48:51,24.24,68,6.11,1,1,0
4569,2025-10-26 09:58:51,25.29,63,6.03,1,1,0
4570,2025-10-26 10:08:51,24.63,68,6.53,0,0,0
4571,2025-10-26 10:18:51,25.41,68,5.9,1,1,0
4572,2025-10-26 10:28:51,25.49,63,6.37,1,1,0
4573,2025-10-26 10:38:51,25.26,65,6.4,1,1,0
4574,2025-10-26 10:48:51,26.15,59,5.86,1,1,0
4575,2025-10-26 10:58:51,26.6,61,5.64,1,1,0
4576,2025-10-26 11:08:51,26.46,59,5.74,1,1,0
4577,2025-10-26 11:18:51,26.58,59,5.77,1,1,0
4578,2025-10-26 11:28:51,27.17,56,6.26,1,1,0
4579,2025-10-26 11:38:51,27.13,56,5.95,1,0,0
4580,2025-10-26 11:48:51,26.89,61,5.69,1,1,0
4581,2025-10-26 11:58:51,27.07,56,6.13,0,1,0
4582,2025-10-26 12:08:51,27.8,54,5.48,1,0,0
4583,2025-10-26 12:18:51,28.71,52,5.89,1,1,0
4584,2025-10-26 12:28:51,27.84,58,6.56,1,0,0
4585,2025-10-26 12:38:51,27.05,59,6.61,1,0,0
4586,2025-10-26 12:48:51,28.04,53,5.6,1,1,0
4587,2025-10-26 12:58:51,29.03,49,6.37,1,1,0
4588,2025-10-26 13:08:51,28.36,53,5.91,1,1,0
4589,2025-10-26 13:18:51,29.29,50,5.76,1,1,0
4590,2025-10-26 13:28:51,28.42,49,6.22,1,1,0
4591,2025-10-26 13:38:51,29.39,49,5.75,0,1,0
4592,2025-10-26 13:48:51,29.86,45,6.03,1,1,0
4593,2025-10-26 13:58:51,28.8,49,6.53,0,1,0
4594,2025-10-26 14:08:51,30.37,44,5.91,1,1,1
4595,2025-10-26 14:18:51,29.07,53,6.05,1,1,0
4596,2025-10-26 14:28:51,29.19,48,6.22,1,1,0
4597,2025-10-26 14:38:51,28.95,47,6.26,1,1,0
4598,2025-10-26 14:48:51,29.81,47,6.37,1,1,0
4599,2025-10-26 14:58:51,30.18,47,5.66,1,0,0
4600,2025-10-26 15:08:51,30.31,48,5.94,1,1,0
4601,2025-10-26 15:18:51,29.21,48,6.07,0,1,0
4602,2025-10-26 15:28:51,30.28,43,6.22,1,1,1
4603,2025-10-26 15:38:51,28.88,50,6.19,1,1,0
4604,2025-10-26 15:48:51,30.22,41,5.92,1,1,1
4605,2025-10-26 15:58:51,30.18,49,6.08,1,1,0
4606,2025-10-26 16:08:51,29.59,51,5.39,0,0,0
4607,2025-10-26 16:18:51,31.18,40,5.9,1,1,1
4608,2025-10-26 16:28:51,30.47,44,6.19,1,1,1
4609,2025-10-26 16:38:51,29.77,47,6.27,1,1,0
4610,2025-10-26 16:48:51,29.79,48,6.14,1,0,0
4611,2025-10-26 16:58:51,29.98,47,6.4,1,0,0
4612,2025-10-26 17:08:51,28.79,50,6.12,1,1,0
4613,2025-10-26 17:18:51,28.88,50,6.01,1,1,0
4614,2025-10-26 17:28:51,29.57,49,5.95,1,1,0
4615,2025-10-26 17:38:51,29.47,50,6.01,1,1,0
4616,2025-10-26 17:48:51,29.46,50,5.67,1,0,0
4617,2025-10-26 17:58:51,29.11,49,5.24,0,0,0
4618,2025-10-26 18:08:51,29.52,50,5.91,1,1,0
4619,2025-10-26 18:18:51,28.78,50,5.6,1,1,0
4620,2025-10-26 18:28:51,28.34,56,6.14,1,1,0
4621,2025-10-26 18:38:51,28.51,51,6.47,1,0,0
4622,2025-10-26 18:48:51,28.37,48,6.1,1,0,0
4623,2025-10-26 18:58:51,28.27,51,5.86,0,1,0
4624,2025-10-26 19:08:51,28.49,56,5.34,0,0,0
4625,2025-10-26 19:18:51,28.75,51,6.06,1,1,0
4626,2025-10-26 19:28:51,27.76,56,6.36,1,1,0
4627,2025-10-26 19:38:51,28.09,56,5.56,1,1,0
4628,2025-10-26 19:48:51,27.83,55,5.98,1,1,0
4629,2025-10-26 19:58:51,26.86,55,6.31,1,1,0
4630,2025-10-26 20:08:51,27.18,58,5.83,1,1,0
4631,2025-10-26 20:18:51,27.18,59,5.63,1,0,0
4632,2025-10-26 20:28:51,27.29,57,5.52,1,1,0
4633,2025-10-26 20:38:51,27.23,56,5.72,1,1,0
4634,2025-10-26 20:48:51,26.36,57,5.72,1,1,0
4635,2025-10-26 20:58:51,26.2,59,6.24,1,1,0
4636,2025-10-26 21:08:51,26.53,60,5.32,0,0,0
4637,2025-10-26 21:18:51,25.36,62,5.73,1,0,0
4638,2025-10-26 21:28:51,26.38,58,6.15,1,1,0
4639,2025-10-26 21:38:51,26.33,62,5.92,1,1,0
4640,2025-10-26 21:48:51,26.1,60,5.73,1,1,0
4641,2025-10-26 21:58:51,24.4,65,6.04,1,1,0
4642,2025-10-26 22:08:51,25.11,65,5.8,0,1,0
4643,2025-10-26 22:18:51,24.98,66,5.52,1,0,0
4644,2025-10-26 22:28:51,24.41,70,5.79,1,1,0
4645,2025-10-26 22:38:51,24.39,69,5.95,1,1,0
4646,2025-10-26 22:48:51,24.36,65,6.29,1,1,0
4647,2025-10-26 22:58:51,24.01,69,6.3,1,0,0
4648,2025-10-26 23:08:51,24.14,65,5.81,1,1,0
4649,2025-10-26 23:18:51,23.09,72,5.94,1,1,0
4650,2025-10-26 23:28:51,23.65,68,6.18,1,1,0
4651,2025-10-26 23:38:51,23.74,69,6.16,1,1,0
4652,2025-10-26 23:48:51,22.33,75,6.35,1,1,0
4653,2025-10-26 23:58:51,21.67,77,5.37,0,0,0
4654,2025-10-27 00:08:51,22.24,73,6.07,1,1,0
4655,2025-10-27 00:18:51,21.96,75,5.99,1,1,0
4656,2025-10-27 00:28:51,22.06,73,6.02,1,1,0
4657,2025-10-27 00:38:51,21.85,75,5.84,1,1,0
4658,2025-10-27 00:48:51,21.69,78,5.67,1,1,0
4659,2025-10-27 00:58:51,21.17,77,6.34,1,1,0
4660,2025-10-27 01:08:51,21.05,78,5.77,1,1,0
4661,2025-10-27 01:18:51,21.74,75,6.25,1,1,0
4662,2025-10-27 01:28:51,20.95,80,6.08,1,1,0
4663,2025-10-27 01:38:51,21.16,80,6.0,1,1,0
4664,2025-10-27 01:48:51,20.46,79,6.28,1,1,0
4665,2025-10-27 01:58:51,20.35,79,6.07,1,1,0
4666,2025-10-27 02:08:51,20.67,77,6.23,1,1,0
4667,2025-10-27 02:18:51,20.77,81,5.65,1,0,0
4668,2025-10-27 02:28:51,19.35,86,6.02,1,1,0
4669,2025-10-27 02:38:51,19.65,84,6.32,1,1,0
4670,2025-10-27 02:48:51,20.6,76,5.86,1,1,0
4671,2025-10-27 02:58:51,19.63,81,6.06,1,1,0
4672,2025-10-27 03:08:51,19.27,80,6.13,1,1,0
4673,2025-10-27 03:18:51,19.07,85,6.13,1,0,0
4674,2025-10-27 03:28:51,20.23,84,6.38,1,1,0
4675,2025-10-27 03:38:51,19.57,82,6.03,1,1,0
4676,2025-10-27 03:48:51,20.12,80,6.02,0,1,0
4677,2025-10-27 03:58:51,19.38,89,5.87,1,1,0
4678,2025-10-27 04:08:51,19.33,86,6.1,1,1,0
4679,2025-10-27 04:18:51,19.79,81,6.33,1,1,0
4680,2025-10-27 04:28:51,20.55,80,5.62,1,1,0
4681,2025-10-27 04:38:51,20.13,81,5.71,1,1,0
4682,2025-10-27 04:48:51,20.42,83,5.74,1,1,0
4683,2025-10-27 04:58:51,20.46,81,5.35,1,0,0
4684,2025-10-27 05:08:51,19.34,84,6.26,1,1,0
4685,2025-10-27 05:18:51,20.18,81,5.53,1,1,0
4686,2025-10-27 05:28:51,20.43,80,5.94,1,1,0
4687,2025-10-27 05:38:51,20.85,82,6.06,1,1,0
4688,2025-10-27 05:48:51,20.13,76,5.64,1,1,0
4689,2025-10-27 05:58:51,20.61,80,5.98,1,1,0
4690,2025-10-27 06:08:51,20.94,78,5.85,1,1,0
4691,2025-10-27 06:18:51,20.8,82,6.43,1,1,0
4692,2025-10-27 06:28:51,20.93,80,6.06,1,1,0
4693,2025-10-27 06:38:51,21.87,75,5.7,1,1,0
4694,2025-10-27 06:48:51,21.12,78,5.88,1,1,0
4695,2025-10-27 06:58:51,22.18,78,6.07,0,1,0
4696,2025-10-27 07:08:51,21.39,79,6.08,1,1,0
4697,2025-10-27 07:18:51,21.66,76,5.82,1,1,0
4698,2025-10-27 07:28:51,21.69,71,5.93,1,1,0
4699,2025-10-27 07:38:51,21.73,79,6.98,1,1,0
4700,2025-10-27 07:48:51,23.14,74,6.0,1,1,0
4701,2025-10-27 07:58:51,22.46,73,5.8,1,1,0
4702,2025-10-27 08:08:51,22.43,74,5.73,1,1,0
4703,2025-10-27 08:18:51,22.42,73,5.92,1,1,0
4704,2025-10-27 08:28:51,22.76,70,6.36,1,1,0
4705,2025-10-27 08:38:51,23.54,70,6.35,1,1,0
4706,2025-10-27 08:48:51,22.5,70,6.39,1,0,0
4707,2025-10-27 08:58:51,23.99,67,6.09,1,0,0
4708,2025-10-27 09:08:51,23.39,70,5.98,1,1,0
4709,2025-10-27 09:18:51,23.88,70,6.01,0,1,0
4710,2025-10-27 09:28:51,23.56,68,6.15,1,0,0
4711,2025-10-27 09:38:51,24.57,63,6.36,1,1,0
4712,2025-10-27 09:48:51,25.39,62,5.99,1,1,0
4713,2025-10-27 09:58:51,24.69,69,5.91,1,1,0
4714,2025-10-27 10:08:51,24.97,64,6.13,1,1,0
4715,2025-10-27 10:18:51,24.74,63,5.92,1,1,0
4716,2025-10-27 10:28:51,26.27,59,5.97,1,1,0
4717,2025-10-27 10:38:51,24.82,66,6.58,0,0,0
4718,2025-10-27 10:48:51,25.37,62,6.0,1,1,0
4719,2025-10-27 10:58:51,26.39,62,6.33,1,1,0
4720,2025-10-27 11:08:51,26.6,58,6.07,1,0,0
4721,2025-10-27 11:18:51,26.74,58,6.24,0,1,0
4722,2025-10-27 11:28:51,25.76,65,6.06,1,1,0
4723,2025-10-27 11:38:51,26.37,57,6.03,1,1,0
4724,2025-10-27 11:48:51,27.71,57,6.06,0,1,0
4725,2025-10-27 11:58:51,27.25,58,5.86,1,1,0
4726,2025-10-27 12:08:51,27.32,57,5.36,1,1,0
4727,2025-10-27 12:18:51,28.4,53,6.04,1,1,0
4728,2025-10-27 12:28:51,27.62,58,5.78,1,1,0
4729,2025-10-27 12:38:51,29.01,52,6.41,1,1,0
4730,2025-10-27 12:48:51,29.35,52,5.99,1,1,0
4731,2025-10-27 12:58:51,28.78,54,5.81,1,1,0
4732,2025-10-27 13:08:51,28.45,52,5.47,0,0,0
4733,2025-10-27 13:18:51,29.7,48,5.91,1,1,0
4734,2025-10-27 13:28:51,29.63,45,6.02,1,1,0
4735,2025-10-27 13:38:51,28.83,54,6.03,1,1,0
4736,2025-10-27 13:48:51,29.84,45,6.11,1,1,0
4737,2025-10-27 13:58:51,29.19,46,5.52,0,1,0
4738,2025-10-27 14:08:51,29.17,48,6.59,1,1,0
4739,2025-10-27 14:18:51,29.31,55,6.19,1,1,0
4740,2025-10-27 14:28:51,29.58,47,6.28,1,1,0
4741,2025-10-27 14:38:51,29.66,47,5.82,1,1,0
4742,2025-10-27 14:48:51,29.78,50,5.94,1,1,0
4743,2025-10-27 14:58:51,31.06,42,6.37,1,1,1
4744,2025-10-27 15:08:51,29.96,48,6.19,1,1,0
4745,2025-10-27 15:18:51,30.03,45,5.54,0,1,0
4746,2025-10-27 15:28:51,29.27,49,5.41,0,1,0
4747,2025-10-27 15:38:51,30.13,48,5.97,1,1,0
4748,2025-10-27 15:48:51,30.19,50,5.77,1,1,0
4749,2025-10-27 15:58:51,30.03,46,5.84,1,1,0
4750,2025-10-27 16:08:51,30.4,46,6.31,1,1,0
4751,2025-10-27 16:18:51,30.1,45,6.3,1,1,0
4752,2025-10-27 16:28:51,29.67,49,6.42,1,1,0
4753,2025-10-27 16:38:51,30.31,47,5.58,1,1,0
4754,2025-10-27 16:48:51,30.12,47,5.87,1,1,0
4755,2025-10-27 16:58:51,29.18,52,6.05,0,0,0
4756,2025-10-27 17:08:51,29.65,49,5.9,1,1,0
4757,2025-10-27 17:18:51,30.04,41,5.56,0,1,1
4758,2025-10-27 17:28:51,29.67,49,6.03,1,0,0
4759,2025-10-27 17:38:51,29.64,47,6.02,1,1,0
4760,2025-10-27 17:48:51,29.56,49,5.96,1,0,0
4761,2025-10-27 17:58:51,29.69,46,6.19,1,1,0
4762,2025-10-27 18:08:51,28.88,44,5.83,1,1,1
4763,2025-10-27 18:18:51,29.57,47,6.23,1,0,0
4764,2025-10-27 18:28:51,29.92,51,6.23,1,1,0
4765,2025-10-27 18:38:51,28.63,51,5.94,1,1,0
4766,2025-10-27 18:48:51,28.33,52,6.07,1,1,0
4767,2025-10-27 18:58:51,28.43,50,6.19,1,1,0
4768,2025-10-27 19:08:51,27.83,54,6.01,1,1,0
4769,2025-10-27 19:18:51,28.89,52,6.05,1,1,0
4770,2025-10-27 19:28:51,26.98,59,5.95,1,1,0
4771,2025-10-27 19:38:51,27.77,52,6.02,1,1,0
4772,2025-10-27 19:48:51,27.18,54,6.04,0,1,0
4773,2025-10-27 19:58:51,27.69,56,6.06,1,1,0
4774,2025-10-27 20:08:51,26.51,58,5.97,1,1,0
4775,2025-10-27 20:18:51,26.8,58,5.99,1,1,0
4776,2025-10-27 20:28:51,26.52,61,6.19,1,1,0
4777,2025-10-27 20:38:51,26.65,53,6.19,1,1,0
4778,2025-10-27 20:48:51,26.54,58,5.98,1,1,0
4779,2025-10-27 20:58:51,26.76,58,5.96,1,1,0
4780,2025-10-27 21:08:51,26.03,61,6.17,1,0,0
4781,2025-10-27 21:18:51,24.72,67,6.17,1,1,0
4782,2025-10-27 21:28:51,26.73,55,5.34,0,0,0
4783,2025-10-27 21:38:51,24.82,66,6.18,1,1,0
4784,2025-10-27 21:48:51,25.53,63,5.8,0,1,0
4785,2025-10-27 21:58:51,25.62,63,5.66,1,1,0
4786,2025-10-27 22:08:51,24.62,68,6.52,0,0,0
4787,2025-10-27 22:18:51,25.12,65,5.82,1,1,0
4788,2025-10-27 22:28:51,24.22,64,6.52,0,0,0
4789,2025-10-27 22:38:51,24.8,65,5.66,1,1,0
4790,2025-10-27 22:48:51,24.09,68,5.6,1,1,0
4791,2025-10-27 22:58:51,24.06,65,5.28,0,0,0
4792,2025-10-27 23:08:51,23.71,68,6.06,1,1,0
4793,2025-10-27 23:18:51,23.76,70,5.64,1,1,0
4794,2025-10-27 23:28:51,23.24,73,6.08,1,1,0
4795,2025-10-27 23:38:51,21.98,74,5.5,0,0,0
4796,2025-10-27 23:48:51,22.88,69,5.68,1,1,0
4797,2025-10-27 23:58:51,23.17,73,6.26,0,0,0
4798,2025-10-28 00:08:51,22.46,73,6.06,1,1,0
4799,2025-10-28 00:18:51,22.36,70,5.82,1,1,0
4800,2025-10-28 00:28:51,22.28,74,6.42,1,1,0
4801,2025-10-28 00:38:51,21.65,78,5.84,1,1,0
4802,2025-10-28 00:48:51,21.61,76,6.27,1,0,0
4803,2025-10-28 00:58:51,21.54,77,5.8,1,1,0
4804,2025-10-28 01:08:51,21.25,76,5.53,1,1,0
4805,2025-10-28 01:18:51,20.61,80,6.45,1,1,0
4806,2025-10-28 01:28:51,21.23,81,5.9,1,1,0
4807,2025-10-28 01:38:51,21.29,79,6.38,1,1,0
4808,2025-10-28 01:48:51,20.24,83,5.97,1,1,0
4809,2025-10-28 01:58:51,21.39,75,5.69,1,1,0
4810,2025-10-28 02:08:51,20.2,82,6.49,1,0,0
4811,2025-10-28 02:18:51,21.25,83,5.83,1,1,0
4812,2025-10-28 02:28:51,20.28,82,5.71,1,1,0
4813,2025-10-28 02:38:51,19.61,83,5.91,1,1,0
4814,2025-10-28 02:48:51,20.45,79,6.22,1,0,0
4815,2025-10-28 02:58:51,20.32,84,5.55,1,1,0
4816,2025-10-28 03:08:51,20.23,80,6.08,1,1,0
4817,2025-10-28 03:18:51,20.05,84,6.05,1,1,0
4818,2025-10-28 03:28:51,20.56,78,6.32,1,1,0
4819,2025-10-28 03:38:51,20.24,81,6.01,1,0,0
4820,2025-10-28 03:48:51,19.99,82,6.2,1,1,0
4821,2025-10-28 03:58:51,20.03,82,6.13,1,0,0
4822,2025-10-28 04:08:51,20.28,79,5.82,1,1,0
4823,2025-10-28 04:18:51,20.6,80,5.66,1,1,0
4824,2025-10-28 04:28:51,20.64,82,5.53,1,1,0
4825,2025-10-28 04:38:51,19.92,86,6.2,1,1,0
4826,2025-10-28 04:48:51,20.05,82,6.16,1,1,0
4827,2025-10-28 04:58:51,20.89,80,5.48,0,1,0
4828,2025-10-28 05:08:51,20.21,79,5.86,1,1,0
4829,2025-10-28 05:18:51,20.52,80,5.62,1,1,0
4830,2025-10-28 05:28:51,19.45,87,6.18,1,1,0
4831,2025-10-28 05:38:51,19.52,85,6.61,0,0,0
4832,2025-10-28 05:48:51,20.61,80,6.33,1,1,0
4833,2025-10-28 05:58:51,21.18,79,5.81,1,1,0
4834,2025-10-28 06:08:51,20.75,80,5.84,1,1,0
4835,2025-10-28 06:18:51,21.42,76,6.0,1,1,0
4836,2025-10-28 06:28:51,21.04,76,5.97,1,1,0
4837,2025-10-28 06:38:51,21.09,80,6.14,1,1,0
4838,2025-10-28 06:48:51,21.26,79,5.94,1,1,0
4839,2025-10-28 06:58:51,20.9,81,5.6,1,1,0
4840,2025-10-28 07:08:51,21.09,77,6.67,0,1,0
4841,2025-10-28 07:18:51,21.32,76,6.01,1,1,0
4842,2025-10-28 07:28:51,21.99,75,5.98,1,1,0
4843,2025-10-28 07:38:51,21.99,76,6.37,1,1,0
4844,2025-10-28 07:48:51,22.25,74,5.76,1,1,0
4845,2025-10-28 07:58:51,23.26,70,6.06,1,1,0
4846,2025-10-28 08:08:51,22.84,71,5.5,0,0,0
4847,2025-10-28 08:18:51,22.61,73,6.28,1,1,0
4848,2025-10-28 08:28:51,22.69,74,6.66,1,1,0
4849,2025-10-28 08:38:51,23.42,72,6.16,1,0,0
4850,2025-10-28 08:48:51,23.05,75,5.66,0,1,0
4851,2025-10-28 08:58:51,23.39,71,6.06,1,1,0
4852,2025-10-28 09:08:51,23.28,70,5.81,0,1,0
4853,2025-10-28 09:18:51,23.76,67,5.49,0,0,0
4854,2025-10-28 09:28:51,23.77,68,5.92,1,1,0
4855,2025-10-28 09:38:51,24.99,65,5.88,1,1,0
4856,2025-10-28 09:48:51,24.09,66,6.18,1,1,0
4857,2025-10-28 09:58:51,25.68,62,6.61,0,1,0
4858,2025-10-28 10:08:51,25.08,62,5.91,1,1,0
4859,2025-10-28 10:18:51,24.84,66,5.98,1,1,0
4860,2025-10-28 10:28:51,24.98,66,6.48,1,1,0
4861,2025-10-28 10:38:51,26.58,55,6.02,1,0,0
4862,2025-10-28 10:48:51,25.36,62,6.6,0,0,0
4863,2025-10-28 10:58:51,26.63,58,5.98,1,1,0
4864,2025-10-28 11:08:51,25.59,64,5.87,1,0,0
4865,2025-10-28 11:18:51,26.74,60,5.76,0,1,0
4866,2025-10-28 11:28:51,26.54,59,6.32,1,1,0
4867,2025-10-28 11:38:51,27.77,56,6.42,1,1,0
4868,2025-10-28 11:48:51,27.15,58,5.97,1,1,0
4869,2025-10-28 11:58:51,28.18,53,5.71,1,1,0
4870,2025-10-28 12:08:51,26.82,55,5.79,0,1,0
4871,2025-10-28 12:18:51,27.19,57,5.62,1,1,0
4872,2025-10-28 12:28:51,28.44,52,5.69,1,1,0
4873,2025-10-28 12:38:51,27.55,56,6.09,1,1,0
4874,2025-10-28 12:48:51,28.54,50,6.19,1,1,0
4875,2025-10-28 12:58:51,28.58,56,5.78,1,1,0
4876,2025-10-28 13:08:51,28.15,54,6.12,1,1,0
4877,2025-10-28 13:18:51,29.28,53,6.12,1,1,0
4878,2025-10-28 13:28:51,29.63,48,5.89,1,1,0
4879,2025-10-28 13:38:51,29.51,48,5.97,0,1,0
4880,2025-10-28 13:48:51,28.63,52,6.02,1,1,0
4881,2025-10-28 13:58:51,29.35,49,6.14,1,1,0
4882,2025-10-28 14:08:51,30.2,48,6.18,1,1,0
4883,2025-10-28 14:18:51,30.33,47,5.2,0,0,0
4884,2025-10-28 14:28:51,29.87,49,6.1,1,1,0
4885,2025-10-28 14:38:51,30.25,44,5.43,0,0,1
4886,2025-10-28 14:48:51,30.28,45,6.09,1,1,0
4887,2025-10-28 14:58:51,30.48,44,5.62,1,1,1
4888,2025-10-28 15:08:51,29.95,46,6.04,1,1,0
4889,2025-10-28 15:18:51,30.29,42,6.34,1,1,1
4890,2025-10-28 15:28:51,30.49,47,6.28,1,1,0
4891,2025-10-28 15:38:51,29.4,49,6.4,1,1,0
4892,2025-10-28 15:48:51,29.73,50,5.95,1,1,0
4893,2025-10-28 15:58:51,30.06,44,6.62,0,1,1
4894,2025-10-28 16:08:51,29.81,51,6.78,0,0,0
4895,2025-10-28 16:18:51,30.28,47,6.08,1,1,0
4896,2025-10-28 16:28:51,29.83,47,5.79,1,1,0
4897,2025-10-28 16:38:51,29.68,52,6.18,1,1,0
4898,2025-10-28 16:48:51,29.29,47,6.51,1,0,0
4899,2025-10-28 16:58:51,30.55,46,5.72,1,0,0
4900,2025-10-28 17:08:51,30.26,48,5.71,1,1,0
4901,2025-10-28 17:18:51,29.74,48,6.28,1,1,0
4902,2025-10-28 17:28:51,29.23,50,6.2,0,1,0
4903,2025-10-28 17:38:51,29.5,49,6.41,1,1,0
4904,2025-10-28 17:48:51,29.15,46,5.58,0,1,0
4905,2025-10-28 17:58:51,28.2,53,6.18,1,1,0
4906,2025-10-28 18:08:51,28.81,46,5.66,1,1,0
4907,2025-10-28 18:18:51,28.88,54,6.12,1,1,0
4908,2025-10-28 18:28:51,28.59,53,6.04,1,1,0
4909,2025-10-28 18:38:51,28.53,52,5.72,1,1,0
4910,2025-10-28 18:48:51,28.5,53,6.03,1,1,0
4911,2025-10-28 18:58:51,27.09,59,5.28,1,0,0
4912,2025-10-28 19:08:51,28.77,52,5.75,1,1,0
4913,2025-10-28 19:18:51,28.52,53,5.98,1,1,0
4914,2025-10-28 19:28:51,28.64,51,5.98,1,1,0
4915,2025-10-28 19:38:51,29.1,50,6.18,1,1,0
4916,2025-10-28 19:48:51,27.25,55,6.26,1,0,0
4917,2025-10-28 19:58:51,28.65,53,5.53,1,1,0
4918,2025-10-28 20:08:51,27.67,56,6.35,1,1,0
4919,2025-10-28 20:18:51,27.89,55,5.59,1,1,0
4920,2025-10-28 20:28:51,27.34,57,5.83,1,1,0
4921,2025-10-28 20:38:51,26.31,61,5.92,1,1,0
4922,2025-10-28 20:48:51,26.32,59,6.07,1,1,0
4923,2025-10-28 20:58:51,26.79,56,5.79,1,1,0
4924,2025-10-28 21:08:51,26.17,66,6.04,1,0,0
4925,2025-10-28 21:18:51,25.28,65,5.87,1,1,0
4926,2025-10-28 21:28:51,24.85,63,6.2,0,1,0
4927,2025-10-28 21:38:51,25.32,62,5.71,1,1,0
4928,2025-10-28 21:48:51,25.04,69,6.3,1,1,0
4929,2025-10-28 21:58:51,25.45,60,5.81,1,1,0
4930,2025-10-28 22:08:51,23.23,71,5.59,1,1,0
4931,2025-10-28 22:18:51,24.48,66,6.07,1,1,0
4932,2025-10-28 22:28:51,24.65,67,5.97,1,1,0
4933,2025-10-28 22:38:51,23.67,70,6.03,1,1,0
4934,2025-10-28 22:48:51,24.65,64,6.09,1,1,0
4935,2025-10-28 22:58:51,23.49,69,5.93,1,1,0
4936,2025-10-28 23:08:51,24.32,67,5.58,0,1,0
4937,2025-10-28 23:18:51,22.57,74,6.0,1,1,0
4938,2025-10-28 23:28:51,24.6,66,5.85,1,1,0
4939,2025-10-28 23:38:51,23.21,72,6.95,0,0,0
4940,2025-10-28 23:48:51,23.39,69,6.52,0,0,0
4941,2025-10-28 23:58:51,21.56,78,5.57,1,1,0
4942,2025-10-29 00:08:51,22.33,76,5.83,1,1,0
4943,2025-10-29 00:18:51,22.27,77,5.91,1,0,0
4944,2025-10-29 00:28:51,22.05,75,6.04,0,1,0
4945,2025-10-29 00:38:51,22.76,71,5.76,1,0,0
4946,2025-10-29 00:48:51,21.36,74,5.68,0,1,0
4947,2025-10-29 00:58:51,21.45,78,6.57,0,0,0
4948,2025-10-29 01:08:51,21.13,80,5.75,1,1,0
4949,2025-10-29 01:18:51,21.68,77,5.83,1,1,0
4950,2025-10-29 01:28:51,20.61,80,5.76,0,1,0
4951,2025-10-29 01:38:51,21.28,77,6.23,1,1,0
4952,2025-10-29 01:48:51,20.22,84,5.75,1,1,0
4953,2025-10-29 01:58:51,20.76,80,5.92,1,1,0
4954,2025-10-29 02:08:51,21.05,77,5.82,1,1,0
4955,2025-10-29 02:18:51,20.71,83,6.01,1,1,0
4956,2025-10-29 02:28:51,20.93,79,6.04,1,1,0
4957,2025-10-29 02:38:51,21.03,79,5.87,1,0,0
4958,2025-10-29 02:48:51,20.14,81,6.0,1,1,0
4959,2025-10-29 02:58:51,20.61,80,5.97,1,1,0
4960,2025-10-29 03:08:51,19.77,81,5.66,1,0,0
4961,2025-10-29 03:18:51,19.65,84,6.33,1,1,0
4962,2025-10-29 03:28:51,20.24,81,6.25,0,0,0
4963,2025-10-29 03:38:51,19.98,83,6.1,0,1,0
4964,2025-10-29 03:48:51,19.22,85,6.14,1,1,0
4965,2025-10-29 03:58:51,19.98,82,6.06,1,1,0
4966,2025-10-29 04:08:51,19.61,85,5.9,1,1,0
4967,2025-10-29 04:18:51,20.2,80,6.55,0,0,0
4968,2025-10-29 04:28:51,19.81,83,6.19,1,1,0
